1587399705.551627,Terminal
1587399706.061535,Terminal
1587399706.5646238,Terminal
1587399707.079116,Terminal
1587399707.5902028,Terminal
1587399708.092018,Terminal
1587399708.5964339,Terminal
1587399709.10556,Terminal
1587399709.607255,Terminal
1587399710.118974,Terminal
1587399710.626307,Terminal
1587399711.139756,Atom
1587399711.6415071,Atom
1587399712.145781,Atom
1587399712.64769,Atom
1587399713.153662,Atom
1587399713.657724,Atom
1587399714.16667,Atom
1587399714.674442,Atom
1587399715.1836858,Atom
1587399715.6945212,Atom
1587399716.1959429,Atom
1587399716.703496,Atom
1587399717.2092218,Atom
1587399717.7160509,Atom
1587399718.226492,Atom
1587399718.73471,Atom
1587399719.2440698,Atom
1587399719.751223,Atom
1587399720.2581482,Atom
1587399720.765398,Atom
1587399721.269899,Atom
1587399721.775433,Atom
1587399722.286023,Atom
1587399722.791601,Atom
1587399723.295018,Atom
1587399723.805105,Atom
1587399724.306756,Atom
1587399724.813333,Atom
1587399725.3216698,Atom
1587399725.829791,Atom
1587399726.340985,Atom
1587399726.851254,Atom
1587399727.3581922,Atom
1587399727.8678532,Atom
1587399728.3748322,Atom
1587399728.8798919,Atom
1587399729.391078,Atom
1587399729.900606,Atom
1587399730.408331,Atom
1587399730.917297,Atom
1587399731.424563,Atom
1587399731.928731,Atom
1587399732.4402099,Atom
1587399732.948321,Atom
1587399733.455306,Atom
1587399733.9597461,Atom
1587399734.468599,Atom
1587399734.9749498,Atom
1587399735.4776661,Atom
1587399735.990331,Atom
1587399736.500364,Atom
1587399737.0123441,Atom
1587399737.520962,Atom
1587399738.031042,Atom
1587399738.541449,Terminal
1587399739.04706,Terminal
1587399739.5542479,Atom
1587399740.060171,Atom
1587399740.567848,Atom
1587399741.074411,Atom
1587399741.579107,Atom
1587399742.0890439,Atom
1587399742.5930932,Atom
1587399743.10444,Atom
1587399743.613573,Atom
1587399744.118082,Atom
1587399744.629854,Atom
1587399745.144556,Atom
1587399745.6570492,Atom
1587399746.166066,Atom
1587399746.676192,Atom
1587399747.179307,Atom
1587399747.6915689,Atom
1587399748.202402,Atom
1587399748.7072651,Atom
1587399749.217077,Atom
1587399749.725151,Atom
1587399750.237445,Atom
1587399750.744748,Atom
1587399751.250856,Atom
1587399751.757322,Atom
1587399752.26663,Atom
1587399752.779659,Atom
1587399753.292238,iTerm2
1587399753.796754,iTerm2
1587399754.310051,iTerm2
1587399754.814125,iTerm2
1587399755.324728,iTerm2
1587399755.835474,iTerm2
1587399756.350235,iTerm2
1587399756.857569,iTerm2
1587399757.364056,iTerm2
1587399757.8722901,iTerm2
1587399758.383908,iTerm2
1587399758.894272,iTerm2
1587399759.4041579,iTerm2
1587399759.907713,iTerm2
1587399760.414784,iTerm2
1587399760.925708,iTerm2
1587399761.438622,iTerm2
1587399761.9496288,iTerm2
1587399762.458391,iTerm2
1587399762.968318,iTerm2
1587399763.4761758,iTerm2
1587399763.988416,iTerm2
1587399764.4988039,iTerm2
1587399765.005198,iTerm2
1587399765.511229,iTerm2
1587399766.02494,iTerm2
1587399766.53416,iTerm2
1587399767.0415769,iTerm2
1587399767.549243,iTerm2
1587399768.055583,iTerm2
1587399768.561603,iTerm2
1587399769.075045,iTerm2
1587399769.588077,iTerm2
1587399770.0932312,iTerm2
1587399770.604373,iTerm2
1587399771.112942,iTerm2
1587399771.625098,iTerm2
1587399772.134306,iTerm2
1587399772.642198,iTerm2
1587399773.1449668,iTerm2
1587399773.6591349,iTerm2
1587399774.166259,iTerm2
1587399774.670103,iTerm2
1587399775.1828108,iTerm2
1587399775.6945899,iTerm2
1587399776.2038558,iTerm2
1587399776.71185,iTerm2
1587399777.2212532,iTerm2
1587399777.726841,iTerm2
1587399778.237797,iTerm2
1587399778.742749,iTerm2
1587399779.248831,iTerm2
1587399779.755521,iTerm2
1587399780.2655191,iTerm2
1587399780.7752728,iTerm2
1587399781.287277,iTerm2
1587399781.79381,iTerm2
1587399782.304255,iTerm2
1587399782.813616,iTerm2
1587399783.3173718,iTerm2
1587399783.8293781,iTerm2
1587399784.3394802,iTerm2
1587399784.841644,iTerm2
1587399785.351837,iTerm2
1587399785.856533,iTerm2
1587399786.362046,iTerm2
1587399786.871087,iTerm2
1587399787.3845031,iTerm2
1587399787.890402,iTerm2
1587399788.398742,iTerm2
1587399788.9058728,iTerm2
